#more(on2;_off1)_&_more(on1;_on2),yulab_data\7003\cevent_eye_roi_parent.csv,,,,
#onset,offset,cat,index
144.23,144.63,1,119
144.77,145.93,4,120
146.03,146.37,1,121
146.53,147,4,122
147.7,148.1,4,124
148.57,149.1,4,126
150.13,150.77,4,128
151.3,151.77,4,130
151.87,152.8,2,131
152.97,153.17,4,132
153.3,154.57,1,133
154.67,155.13,4,134
155.9,156.4,4,136
156.83,157.2,3,138
157.3,157.83,4,139
157.9,158.27,3,140
158.4,158.87,4,141
158.97,159.27,3,142
159.37,160.07,4,143
160.5,161.07,4,145
162,162.53,4,147
163.5,163.73,4,149
163.83,164.33,3,150
164.43,164.8,4,151
164.9,165,3,152
165.1,165.43,4,153
165.63,165.73,3,154
165.83,166,1,155
166.17,166.43,4,156
167.33,167.5,4,158
167.6,167.9,3,159
168,168.23,4,160
168.97,169.4,4,162
170.2,170.33,4,164
171.43,171.77,4,166
173.43,173.87,4,168
174.73,174.9,4,170
175.3,175.6,4,172
175.67,175.9,1,173
176.03,176.57,4,174
176.67,177.4,1,175
177.5,177.8,4,176
178.8,179.27,4,178
179.37,179.83,1,179
180.53,181,4,181
200.27,201.17,4,184
202.2,202.47,4,186
202.9,203.4,4,188
203.87,204.07,4,190
204.3,204.63,3,192
205.57,206.23,4,194
206.8,207.17,4,195
210.2,210.3,4,198
210.97,211.13,4,200
211.83,212.17,4,202
212.27,212.83,3,203
213.03,213.37,4,204
213.43,213.83,3,205
214,214.4,4,206
215.33,215.67,4,208
216.07,216.33,1,210
216.43,216.53,4,211
216.73,217.13,4,212
217.2,217.63,3,213
217.73,217.97,4,214
218.07,218.5,3,215
218.97,219.17,4,217
219.3,219.63,4,218
219.73,220.1,3,219
220.4,220.6,2,221
220.73,221.07,4,222
221.5,222.27,1,224
222.67,223.03,1,226
223.63,224,4,228
224.2,224.37,2,229
224.43,225.27,4,230
225.43,226.43,2,231
226.53,226.6,4,232
226.77,227.5,2,233
227.67,228.07,4,234
228.77,229.87,4,236
230.23,232.07,4,238
232.6,233.17,4,240
233.8,234.37,4,242
235.5,236.5,4,244
236.7,236.93,2,245
236.97,237.3,4,246
238.1,238.43,4,248
239.4,240,4,250
240.13,240.87,2,251
241,241.23,4,252
241.6,243.37,4,254
243.53,243.9,4,255
244.33,244.63,1,257
244.8,245.07,4,258
245.13,245.67,1,259
245.73,246.2,4,260
246.57,247.63,4,262
248.43,248.9,4,264
249,249.27,3,265
249.33,250.13,4,266
250.2,250.3,3,267
250.8,251.23,4,269
251.37,252.03,3,270
252.1,252.63,4,271
252.7,252.87,3,272
253.93,254.5,4,274
254.73,255.07,1,276
255.2,255.47,4,277
256.2,256.9,3,279
256.97,257.53,4,280
258.17,258.47,4,282
258.9,259.13,3,284
259.23,259.8,4,285
260.6,261.17,4,287
261.27,261.37,3,288
261.47,261.83,4,289
262.17,262.3,3,290
262.43,263,4,291
283,285.37,4,292
286.47,290.07,4,294
290.6,290.87,4,296
292.87,293.67,4,298
293.73,294.6,2,299
295.07,295.4,2,300
295.5,296.03,4,301
297.67,297.97,4,304
298.33,299,4,306
300.6,301,4,308
301.1,301.37,2,309
301.47,302.1,4,310
302.2,302.43,3,311
302.63,302.87,1,312
303.03,304.17,3,313
304.2,306.43,4,314
306.57,307.07,3,315
307.77,308,1,317
309.17,309.33,2,319
309.43,309.93,4,320
310.03,310.4,1,321
311.67,311.8,2,323
311.93,312.33,4,324
312.43,312.67,3,325
312.77,313.53,4,326
313.63,313.9,3,327
314.07,315.03,4,328
315.13,315.6,3,329
315.7,316.53,4,330
316.83,317.03,3,332
317.1,318.57,4,333
318.67,318.87,3,334
318.97,319.93,4,335
320.07,320.4,1,336
320.63,321.47,4,337
321.53,322.47,1,338
322.57,323.53,4,339
324.07,324.87,4,341
325.13,325.43,2,343
325.53,325.9,4,344
325.97,326.23,2,345
326.4,326.73,4,346
327.47,327.9,4,348
328.33,331.33,4,350
331.6,331.9,4,351
332.23,332.33,3,352
332.43,332.63,4,353
332.83,333.1,3,354
333.3,333.47,4,355
334.47,334.73,4,357
337.2,337.4,4,359
338.2,338.77,4,361
339.07,339.33,4,363
340.2,340.57,4,366
340.97,341.2,4,368
341.87,342.13,3,370
