#more(on1;_off2;_0.3)_&_less(off1;_on2;_1),yulab_data\1208\cevent_eye_roi_parent.csv,,,,
#onset,offset,cat,index
184.7,186.1,25,99
186.87,191.1,25,100
191.8,192.1,25,101
194.03,194.3,24,102
197.27,197.5,10,103
197.93,199.37,20,104
199.53,200.17,25,105
200.83,203,25,106
203.13,203.37,24,107
203.43,203.9,25,108
204.4,207.83,20,109
208.03,210.83,25,110
213.97,214.2,25,111
215.23,217.4,20,112
217.47,217.73,3,113
219.37,220.03,25,114
220.77,226.8,20,115
227,227.77,25,116
228.27,228.57,25,118
228.63,229,24,119
229.07,229.3,25,120
230.27,231.63,25,121
232.6,235.57,25,122
235.67,238.33,20,123
246.1,252,25,125
254,254.53,25,127
254.6,256.33,20,128
256.4,257.37,25,129
257.63,258.4,13,130
259.1,259.73,25,131
260.43,262.33,5,132
262.63,263.73,17,133
263.77,264.97,5,134
265.07,265.8,25,135
265.87,266.3,5,136
266.37,266.63,25,137
266.7,267.03,20,138
267.47,267.8,25,139
267.9,268.37,8,140
268.5,268.8,25,141
268.87,269.63,20,142
270.03,270.27,13,143
270.53,270.9,3,144
271.43,271.73,10,145
271.77,272.2,3,146
272.3,272.77,20,147
272.87,274.27,3,148
274.7,275.03,6,149
275.53,281.17,8,150
281.23,281.57,25,151
281.63,283.5,8,152
283.77,284.27,2,153
284.6,284.87,9,154
284.93,285.63,2,155
286,288.33,9,156
288.67,289,18,157
289.07,290.9,9,158
291.2,291.43,5,159
291.6,291.83,9,160
291.9,292.13,21,161
292.47,295.03,11,162
295.13,295.5,12,163
295.57,295.87,11,164
295.93,296.2,12,165
298.03,301.03,18,167
301.1,301.33,16,168
304.53,304.83,17,170
305.1,305.43,7,171
305.53,306.2,4,172
306.5,307.23,18,173
307.67,307.93,9,174
308.73,309,18,175
309.4,310.8,25,176
311.07,315.83,4,177
315.9,316.13,10,178
316.17,317.27,4,179
317.33,319,25,180
319.1,328.43,20,181
328.77,331.2,16,182
331.43,331.73,15,183
331.83,332.57,3,184
332.63,333.07,13,185
333.97,334.67,13,186
334.77,338.3,19,187
338.37,340.43,25,188
340.5,340.73,19,189
340.8,341.27,25,190
341.37,341.6,19,191
341.67,342.57,25,192
342.63,344.73,19,193
345.17,345.5,5,194
345.9,346.13,4,195
347.73,348.43,15,196
348.67,349.07,7,197
349.33,350.13,19,198
351.87,354.1,19,199
354.27,356,25,200
357.33,357.57,2,202
360.67,360.97,14,203
361.1,361.43,19,204
361.53,361.77,10,205
362.03,362.37,19,206
362.43,363.6,10,207
363.77,365.27,19,208
365.97,366.23,25,209
366.53,366.77,19,210
366.87,367.83,10,211
368.13,368.4,25,212
368.47,371.83,10,213
372.2,373.93,25,214
374.07,375.13,10,215
375.2,376.77,25,216
376.83,381.9,10,217
382.67,383.2,14,218
383.23,383.5,10,219
384.33,384.6,10,220
384.77,385.2,17,221
386.37,387.6,17,222
388.23,388.6,10,223
389.17,390.67,17,224
390.73,393.87,10,225
393.93,394.93,17,226
395.07,395.4,25,227
395.5,396.53,17,228
396.57,397.4,10,229
397.5,397.93,25,230
398.03,398.63,10,231
398.7,399.13,25,232
399.2,399.8,18,233
400.47,401.1,18,234
401.17,401.57,16,235
405.17,405.4,18,239
405.43,405.7,19,240
405.8,407.27,25,241
407.8,408.47,18,242
410.87,412.87,18,243
413.5,420.8,5,245
421.4,421.73,20,246
422.5,422.8,15,247
422.87,423.2,16,248
423.3,423.9,18,249
423.97,424.23,17,250
424.5,424.9,18,251
425,425.23,25,252
425.33,426.1,18,253
426.2,426.53,4,254
426.6,427,7,255
428.87,429.23,6,256
429.53,431.2,20,257
431.27,431.63,11,258
431.7,432.27,20,259
432.33,434.7,11,260
434.9,439.47,25,261
440.27,441.13,10,263
441.2,441.5,4,264
441.57,442.23,10,265
442.47,443.47,25,266
443.8,444.2,17,267
444.73,444.97,25,268
445.07,446.5,17,269
446.57,446.8,25,270
446.87,447.3,17,271
447.4,447.63,8,272
448,448.33,25,273
448.6,451.57,17,274
451.63,455.4,10,275
455.47,455.8,25,276
455.87,456.83,10,277
457,457.33,25,278
457.4,462,10,279
462.1,466.5,25,280
466.83,467.13,17,281
467.17,467.57,25,282
470.77,471.37,9,284
471.43,471.83,10,285
471.97,472.57,16,286
472.67,472.9,20,287
472.97,477.1,16,288
477.37,482.77,25,289
482.87,483.47,16,290
483.57,483.93,25,291
484.03,484.93,16,292
485.07,487.37,25,293
487.43,488.13,16,294
488.23,488.5,4,295
490.5,491.53,25,297
491.63,492,16,298
493.2,493.5,4,299
493.57,493.9,12,300
494.4,494.93,9,301
495.53,496.23,18,302
496.6,497.13,14,303
499.03,499.37,14,304
499.7,505.37,25,305
505.43,506.07,20,306
506.17,514.27,25,307
514.6,515.07,20,308
