#more(on1;_off2;_0.3)_&_less(off1;_on2;_1),yulab_data\1205\cevent_eye_roi_parent.csv,,,,
#onset,offset,cat,index
253.43,255.37,23,123
255.7,258.97,20,124
259.07,259.3,25,125
259.87,261.03,1,126
261.13,261.73,15,127
262.3,262.83,15,128
262.93,266.33,25,129
266.43,266.9,15,130
267,268.4,25,131
268.47,270.1,1,132
270.13,270.73,15,133
270.8,271.7,25,134
271.97,273.87,15,135
275.33,275.73,1,137
275.8,276.1,23,138
276.2,278.27,15,139
279.27,281.27,15,140
281.27,281.37,1,141
282.1,282.57,24,142
282.63,283.07,2,143
283.27,283.63,23,144
283.7,284.33,2,145
284.7,286.73,22,146
287.03,287.73,17,147
287.83,289.17,2,148
289.37,289.8,17,149
289.93,290.43,25,150
290.53,292.53,2,151
292.53,294.5,17,152
294.8,296.8,8,153
296.8,298.87,2,154
298.97,299.57,25,155
302.5,303.27,2,157
303.3,304.87,8,158
304.97,305.23,19,159
305.3,306,20,160
306.27,306.5,23,161
306.53,308.63,20,162
308.77,309.57,2,163
309.7,309.93,20,164
310.23,310.63,3,165
310.7,311.03,13,166
311.67,314.6,19,167
315.17,317.9,25,168
319.3,323.13,6,170
323.37,323.67,22,171
323.73,325.5,2,172
326,327.9,23,173
328.3,328.53,24,174
328.73,329.07,17,175
329.57,329.9,24,176
329.97,331.97,8,177
332.03,332.63,24,178
332.73,333.17,2,179
333.23,334.4,8,180
334.47,335,23,181
335.1,336.67,6,182
337,337.43,19,183
337.53,340.6,25,184
343.17,343.4,19,185
345.43,345.67,15,186
345.77,346.27,24,187
346.33,346.67,23,188
346.7,351.17,21,189
353,353.5,25,190
353.57,354.5,21,191
354.57,355.03,25,192
355.13,358.1,21,193
358.17,361.57,25,194
365.63,366.2,25,195
366.3,366.67,1,196
366.77,369.1,25,197
369.17,369.7,1,198
369.77,371.77,25,199
373.33,374.17,21,200
375.1,377.3,21,202
377.4,378.17,25,203
378.27,378.57,21,204
378.67,378.97,25,205
379.07,379.4,1,206
380.13,380.67,25,207
380.83,381.2,2,208
381.77,382.43,25,209
383.17,383.5,20,210
383.6,383.93,13,211
384.17,384.9,14,212
384.97,385.6,2,213
385.63,386.33,22,214
386.43,386.67,24,215
386.77,387.07,22,216
387.13,387.43,20,217
387.6,389.27,22,218
389.53,390.27,17,219
390.33,391.47,8,220
391.53,391.83,17,221
391.87,392.27,2,222
392.33,392.63,1,223
392.73,394.37,24,224
394.43,394.7,19,225
394.77,395.6,24,226
395.67,396.4,20,227
396.47,399.77,2,228
399.8,400.47,5,229
400.57,403.2,25,230
404.37,406.93,25,231
408.57,410.47,25,232
410.57,411.37,1,233
411.43,411.93,25,234
413.8,414.13,14,235
415.93,416.2,19,236
416.27,416.53,11,237
416.63,416.9,7,238
419.03,420.17,7,240
420.3,421.87,25,241
421.93,422.27,1,242
422.3,422.57,24,243
422.67,423.63,21,244
423.7,424.97,7,245
